"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Légkondicionáló","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 220 000 € "," 109 510 € "," 80 880 € "," 97 330 € "," 69 540 € "," 97 150 € "," 76 000 € "," 118 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 144 900 € "," 103 640 € "," 250 000 € "," 208 000 € "," 140 000 € "," 83 050 € "," 74 930 € "," 222 290 € "," 107 700 € "," 72 620 € "," 64 440 € "," 84 430 € "," 85 550 € "," 82 790 € "," 221 850 € "," 73 880 € "," 77 480 € "," 81 330 € "," 80 370 € "," 66 450 € "," 91 860 € "," 86 210 € "," 73 770 € "," 144 330 € "," 95 990 € "," 58 260 € "," 85 870 € "," 138 070 € "," 111 610 € "," 158 310 € "," 24 000 € "," 88 720 € "," 73 940 € "," 173 330 € "," 61 580 € "," 117 790 € "," 108 980 € "," 271 350 € "," 97 450 € "," 111 800 € "," 76 140 € "," 61 070 € "," 74 470 € "," 81 670 € "," 125 570 € "," 109 200 € "
"778","49 m²"," 2 ","45,9 millió Ft","felújított","összkomfortos","nincs megadva","3","5","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"igen","egy helyiségben","nyugat","utcai","nincs megadva","nem tetőtéri","teremgarázs hely - bérelhető",NA,"13 100 Ft/hó","7 m²","25 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","37 m²"," 1 + 1 fél ",NA,"jó állapotú","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m vagy magasabb","gáz (konvektor)",NA,"nem","nincs megadva","dél","kertre néző","nem","nem tetőtéri","utca, közterület","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,"24,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","105 m²"," 4 ","69 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nem","külön és egyben is","nincs megadva","nincs megadva","nincs megadva","tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","140 m²"," 5 ","99 millió Ft","felújított","komfortos","nincs megadva","nincs megadva","földszintes","nincs megadva","nincs megadva","gáz (cirko)",NA,"nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","udvari beálló - benne van az árban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","46 m²"," 2 ","25,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","10","van","nincs megadva","házközponti egyedi méréssel",NA,"nincs megadva","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület","1950-1980 között","9 000 Ft/hó",NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","75 m²"," 3 ","46,9 millió Ft","felújított","összkomfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","külön helyiségben","nincs megadva","panorámás","nincs megadva","nem tetőtéri","utca, közterület - ingyenes","1981-2000 között",NA,"3 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","31 m²"," 1 ",NA,"jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m vagy magasabb","gáz (konvektor)",NA,"nem","nincs megadva","délkelet","udvari","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","49 m²"," 2 ","34,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nem","külön helyiségben","délnyugat","kertre néző","nincs megadva","nem tetőtéri","udvari beálló - benne van az árban","1981-2000 között",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","46 m²"," 1 + 1 fél ","29,9 millió Ft","felújított","összkomfortos","nincs megadva","2","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"nincs megadva","egy helyiségben","kelet","kertre néző","nincs megadva","nem tetőtéri","utca, közterület - ingyenes",NA,NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","56 m²"," 1 + 2 fél ","31,5 millió Ft","felújított","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"nincs megadva","külön helyiségben","kelet","panorámás","nem","nincs megadva","utca, közterület - fizetős övezet","1950-1980 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","48 m²"," 2 ",NA,"felújított","összkomfortos","nincs megadva","3","3","nincs","3 m vagy magasabb","gáz (cirko)",NA,"nem","nincs megadva","délnyugat","udvari","nem","nem tetőtéri","utca, közterület","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31,5 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","144 m²"," 4 ","99,9 millió Ft","újszerű","duplakomfortos","nincs megadva","6","7","van","3 m vagy magasabb","házközponti egyedi méréssel","van","nincs megadva","külön és egyben is","délkelet","utcai","nincs megadva","nincs megadva","teremgarázs hely - kötelező megvenni","2016",NA,"24 m²","4.2 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","62 m²"," 2 ",NA,"jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m vagy magasabb","gáz (cirko)",NA,"nem","nincs megadva","nincs megadva","udvari","nem","nem tetőtéri","utca, közterület","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","50 m²"," 2 ","29,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","távfűtés",NA,"nem","külön helyiségben","dél","udvari","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,"4 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","140 m²"," 3 + 1 fél ","124,9 millió Ft","újszerű","duplakomfortos","nincs megadva","7","7","van","3 m vagy magasabb","házközponti egyedi méréssel","van","nincs megadva","külön és egyben is","délkelet","utcai","nincs megadva","nincs megadva","teremgarázs hely - kötelező megvenni","2016",NA,"63 m²","4.2 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","59 m²"," 2 ","39,9 millió Ft","felújított","összkomfortos","nincs megadva","2","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA,NA,"2.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","66 m²"," 2 + 1 fél ","49,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","4","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"nincs megadva","külön helyiségben","délnyugat","kertre néző","nincs megadva","nem tetőtéri","teremgarázs hely","2001-2010 között",NA,"10 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","100 m²"," 3 ","49,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","2","nincs","3 m-nél alacsonyabb","nincs megadva","nincs","nem","külön és egyben is","délnyugat","kertre néző","igen","nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","40 m²"," 2 ","24,9 millió Ft","felújított","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nem","külön helyiségben","délnyugat","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","32 m²"," 1 ","24,6 millió Ft","felújított","összkomfortos","nincs megadva","földszint","2","nincs megadva","nincs megadva","elektromos",NA,"igen","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület - ingyenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","127 m²"," 2 + 1 fél ","89,9 millió Ft","újszerű","összkomfortos","nincs megadva","5","8","van","3 m vagy magasabb","házközponti egyedi méréssel","van","nincs megadva","külön és egyben is","délnyugat","utcai","nem","nincs megadva","teremgarázs hely - kötelező megvenni","2016",NA,"32 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","132 m²"," 3 + 1 fél ","92,9 millió Ft","újszerű","duplakomfortos","nincs megadva","5","7","van","nincs megadva","házközponti egyedi méréssel","van","nincs megadva","külön és egyben is","délnyugat","utcai","nincs megadva","nincs megadva","teremgarázs hely - kötelező megvenni","2019",NA,"32 m²","4.2 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","113 m²"," 1 + 3 fél ","79,9 millió Ft","újszerű","duplakomfortos","nincs megadva","6","7","van","nincs megadva","házközponti egyedi méréssel","van","nincs megadva","külön és egyben is","délnyugat","utcai","nem","nincs megadva","teremgarázs hely - kötelező megvenni","2019",NA,"50 m²","4.2 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","32 m²"," 1 ","19,6 millió Ft","jó állapotú","összkomfortos","nincs megadva","szuterén","2","nincs","3 m-nél alacsonyabb","elektromos","nincs","nem","egy helyiségben","nyugat","udvari","nem","nem tetőtéri","utca, közterület - ingyenes","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","139 m²"," 2 + 2 fél ","95,9 millió Ft","újszerű","duplakomfortos","nincs megadva","6","7","van","nincs megadva","házközponti egyedi méréssel","van","nincs megadva","külön és egyben is","nincs megadva","nincs megadva","nem","nincs megadva","teremgarázs hely - kötelező megvenni","2019",NA,"23 m²","4.2 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","45 m²"," 2 ","37,5 millió Ft","jó állapotú","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)",NA,"nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nincs megadva","1981-2000 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","77 m²"," 3 ","59,9 millió Ft","felújított","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","délkelet","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","56 m²"," 2 ","33,9 millió Ft","felújított","összkomfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","távfűtés",NA,"nincs megadva","külön helyiségben","dél","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között",NA,"4 m²",NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","49 m²"," 1 + 2 fél ","39,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","4","van","3 m-nél alacsonyabb","gáz (cirko)","van","igen","egy helyiségben","délnyugat","kertre néző","nincs megadva","tetőtéri","utca, közterület","2001-2010 között","30 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","83 m²"," 2 ","56,9 millió Ft","felújított","összkomfortos","nincs megadva","2","4","van","3 m-nél alacsonyabb","nincs megadva","nincs","igen","külön helyiségben","nincs megadva","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között",NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","62 m²"," 3 ","56,9 millió Ft","felújított","összkomfortos","nincs megadva","5","9","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","igen","külön és egyben is","nyugat","kertre néző","nem","nem tetőtéri","teremgarázs hely - megvásárolható","2001-2010 között",NA,"9 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","69 m²"," 3 ","35,5 millió Ft","felújított","összkomfortos","nincs megadva","földszint","5","nincs","3 m-nél alacsonyabb","gáz (konvektor)",NA,"nincs megadva","külön helyiségben","nincs megadva","udvari","nincs megadva",NA,"utca, közterület",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","30 m²"," 1 ","24,5 millió Ft","újszerű","nincs megadva","nincs megadva","1","nincs megadva","nincs","nincs megadva","elektromos",NA,"nincs megadva","nincs megadva","délkelet","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","2019",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","55 m²"," 2 ","34,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nincs megadva","egy helyiségben","nincs megadva","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között","12 000 Ft/hó","1 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","52 m²"," 2 ","31,9 millió Ft","felújított","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","gázkazán","van","nem","egy helyiségben","dél","udvari","nem","nem tetőtéri","utca, közterület","1950-1980 között","25 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","42 m²"," 1 ","24,5 millió Ft","felújított","összkomfortos","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nem","egy helyiségben","északkelet","nincs megadva","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","96 m²"," 4 ","49,5 millió Ft","felújított","összkomfortos","nincs megadva","2","4","nincs","3 m vagy magasabb","gáz (cirko)","van","nincs megadva","külön helyiségben","délnyugat","utcai","nincs megadva","nem tetőtéri","utca, közterület","1950 előtt","16 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","55 m²"," 2 ","31,7 millió Ft","felújított","összkomfortos","nincs megadva","2","több mint 10","van","3 m-nél alacsonyabb","távfűtés","nincs","nincs megadva","egy helyiségben","délkelet","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,"4 m²",NA,"nem vett részt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","39 m²"," 1 ",NA,"újszerű","összkomfortos","nincs megadva","3","4","van","3 m-nél alacsonyabb","gáz (cirko)",NA,"igen","nincs megadva","délnyugat","panorámás","nem","nem tetőtéri","teremgarázs hely - benne van az árban","2001-2010 között",NA,"8 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36,3 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","83 m²"," 2 ",NA,"felújított","összkomfortos","nincs megadva","2","5","van","3 m vagy magasabb","gáz (cirko)",NA,"nem","nincs megadva","nincs megadva","utcai","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
